StreetAddress,City,State,ZipCode,AUTO_UNIQUE_ID_2024-05-08_Charissa-Roeuiowaedu_Addresses,TransactionId,TimeTaken,Source,Version,UpdatedGeocoding,ErrorMessage,Latitude,Longitude,MatchType,FeatureMatchingGeographyType,MicroMatchStatus,MatchScore,GeocodeQualityType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType,PenaltyCode,PenaltyCodeSummary,InterpolationType,InterpolationSubType,MatchedLocationType,FeatureMatchingResultType,FeatureMatchingResultCount,FeatureMatchingResultTypeNotes,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,OutputGeocodes,MNumber,MNumberFractional,MPreDirectional,MPreQualifier,MPreType,MPreArticle,MName,MPostArticle,MSuffix,MPostQualifier,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,PNumber,PNumberFractional,PPreDirectional,PPreQualifier,PPreType,PPreArticle,PName,PPostArticle,PSuffix,PPostQualifier,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5
203 2ND STREET,MT. AUBURN,IA,52313,41,ecf1d798-8a65-4d9f-8748-e70a04ed5689,0.4195487,TAMUGeocoder,5.0.0,1,,42.255218986586,-92.091919,,StreetSegment,Review,98.9940828402367,,1386.78,Meters,03,StreetSegmentInterpolation,MMMM3FMMMAFFF8,MMMMRMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},203,,,,,,2ND,,ST,,,,,,,MT. AUBURN,,,,,IA,52313,,,,,,203,,,,,,2ND,,ST,,,,,,,MT. AUBURN,,,,,IA,52313,,,,,
111 E 4TH STREET,VINTON,IA,52349,42,1505d8f6-34d1-40f9-b1b0-b9d20dc6d43a,0.848324,TAMUGeocoder,5.0.0,1,,42.1677363974522,-92.0230849145122,,StreetSegment,Match,100,,2502.17,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFF10,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},111,,E,,,,4TH,,ST,,,,,,,VINTON,,,,,IA,52349,,,,,,111,,E,,,,4TH,,ST,,,,,,,VINTON,,,,,IA,52349,,,,,
11 2ND AVE,NEWHALL,IA,52315,43,bc920a3c-4061-4cb4-947f-a84da8c2aad2,0.2663607,TAMUGeocoder,5.0.0,1,,41.9954852,-91.9700023,,Parcel,Match,95.8579881656805,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},11,,,,,,2ND,,AVE,,,,,,,NEWHALL,,,,,IA,52315,,,,,,11,,,,,,2ND,,AVE,,,,,,,NEWHALL,,,,,IA,52315,,,,,
512 EVERGREEN STREET,NORWAY,IA,52318,44,ed8a407b-1719-4773-aa87-f977a0c2590d,0.6906556,TAMUGeocoder,5.0.0,1,,41.9026375109198,-91.9256942144823,,StreetSegment,Match,100,,2194.31,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},512,,,,,,EVERGREEN,,ST,,,,,,,NORWAY,,,,,IA,52318,,,,,,512,,,,,,EVERGREEN,,ST,,,,,,,NORWAY,,,,,IA,52318,,,,,
303 3RD AVE,ATKINS,IA,52206,45,89a4af5b-32a6-4655-9314-8ba8e0f57602,0.7412103,TAMUGeocoder,5.0.0,1,,41.9926444737967,-91.8652003289663,,StreetSegment,Match,100,,3557.56,Meters,03,StreetSegmentInterpolation,MMMMMFMMMFFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},303,,,,,,3RD,,AVE,,,,,,,ATKINS,,,,,IA,52206,,,,,,303,,,,,,3RD,,AVE,,,,,,,ATKINS,,,,,IA,52206,,,,,
204 N SYCAMORE STREET,GARRISON,IA,52229,46,2fc0389e-2704-4c90-844b-e9f74f9185f4,0.6505923,TAMUGeocoder,5.0.0,1,,42.1452350165083,-92.1437848043122,,StreetSegment,Review,94.0828402366864,,5601.69,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFD,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},204,,N,,,,SYCAMORE,,ST,,,,,,,GARRISON,,,,,IA,52229,,,,,,204,,N,,,,SYCAMORE,,ST,,,,,,,GARRISON,,,,,IA,52229,,,,,
305 LOCUST STREET NW,BLAIRSTOWN,IA,52209,47,62dfb4e3-96d7-42b6-af86-d95b833e1f99,0.1651899,TAMUGeocoder,5.0.0,1,,41.9086918,-92.0846715,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,BrokenTie,2,,ReturnAll,,FeatureClassBased,,{},305,,,,,,LOCUST,,ST,,NW,,,,,BLAIRSTOWN,,,,,IA,52209,,,,,,305,,,,,,LOCUST,,ST,,NW,,,,,BLAIRSTOWN,,,,,IA,52209,,,,,
208 1ST STREET,KEYSTONE,IA,52249,48,4557dd26-21a8-4f9e-8d91-afc5087733ab,0.5833906,TAMUGeocoder,5.0.0,1,,41.9991838975944,-92.1984442220102,,StreetSegment,Match,100,,1429.23,Meters,03,StreetSegmentInterpolation,MMMMMFMMMAFFFB,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},208,,,,,,1ST,,ST,,,,,,,KEYSTONE,,,,,IA,52249,,,,,,208,,,,,,1ST,,ST,,,,,,,KEYSTONE,,,,,IA,52249,,,,,
102 CAPITAL AVE,URBANA,IA,52345,49,beb47b7a-3ba9-40ae-aad5-96e050e67159,0.3577715,TAMUGeocoder,5.0.0,1,,42.2348576450853,-91.8916636886942,,ZCTA,Match,100,,8172250.25,Meters,09,AddressZIPCentroid,MMFM3FMMMMFFF9,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},102,,,,,,CAPITAL,,AVE,,,,,,,URBANA,,,,,IA,52345,,,,,,102,,,,,,CAPITAL,,AVE,,,,,,,URBANA,,,,,IA,52345,,,,,
1703 C AVE,VINTON,IA,52349,50,da060532-3aef-478c-8963-2d2a2ce09465,0.1110892,TAMUGeocoder,5.0.0,1,,42.1551703,-92.0280955,,Parcel,Match,95.8579881656805,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1703,,,,,,C,,AVE,,,,,,,VINTON,,,,,IA,52349,,,,,,1703,,,,,,C,,AVE,,,,,,,VINTON,,,,,IA,52349,,,,,
1703 C AVE,VINTON,IA,52349,51,32ae9a27-d656-49df-a7b4-dea98955aed2,0.079414,TAMUGeocoder,5.0.0,1,,42.1551703,-92.0280955,,Parcel,Match,95.8579881656805,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1703,,,,,,C,,AVE,,,,,,,VINTON,,,,,IA,52349,,,,,,1703,,,,,,C,,AVE,,,,,,,VINTON,,,,,IA,52349,,,,,
1703 C AVE,VINTON,IA,52349,52,fd439c03-4903-4d5c-9abf-7c8700cc414d,0.0810874,TAMUGeocoder,5.0.0,1,,42.1551703,-92.0280955,,Parcel,Match,95.8579881656805,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1703,,,,,,C,,AVE,,,,,,,VINTON,,,,,IA,52349,,,,,,1703,,,,,,C,,AVE,,,,,,,VINTON,,,,,IA,52349,,,,,
1703 C AVE,VINTON,IA,52349,53,8b6802dc-cf49-43ca-9d7e-e32c78fbe54c,0.0793471,TAMUGeocoder,5.0.0,1,,42.1551703,-92.0280955,,Parcel,Match,95.8579881656805,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1703,,,,,,C,,AVE,,,,,,,VINTON,,,,,IA,52349,,,,,,1703,,,,,,C,,AVE,,,,,,,VINTON,,,,,IA,52349,,,,,
120 5TH STREET N,WALFORD,IA,52351,54,352842ac-973e-4c4d-8101-1abe140fd383,0.6412514,TAMUGeocoder,5.0.0,1,,41.8778420000086,-91.8315008104894,,ZCTA,Match,100,,2156483.03,Meters,09,AddressZIPCentroid,MMFM3F4MMMFFF9,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},120,,,,,,5TH,,ST,,N,,,,,WALFORD,,,,,IA,52351,,,,,,120,,,,,,5TH,,ST,,N,,,,,WALFORD,,,,,IA,52351,,,,,
115 W MAIN ST,DUNKERTON,IA,50626,55,4227dd53-e9a6-4d92-9233-628b0d5a06e5,0.1406257,TAMUGeocoder,5.0.0,1,,42.5720554744956,-92.1609160492415,,StreetSegment,Match,100,,2627.85,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},115,,W,,,,MAIN,,ST,,,,,,,DUNKERTON,,,,,IA,50626,,,,,,115,,W,,,,MAIN,,ST,,,,,,,DUNKERTON,,,,,IA,50626,,,,,
115 W MAIN ST,DUNKERTON,IA,50626,56,83d5d70b-33ce-4076-90a9-72df067c3c3b,0.0312524,TAMUGeocoder,5.0.0,1,,42.5720554744956,-92.1609160492415,,StreetSegment,Match,100,,2627.85,Meters,03,StreetSegmentInterpolation,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,LinearInterpolation,LinearInterpolationAddressRange,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},115,,W,,,,MAIN,,ST,,,,,,,DUNKERTON,,,,,IA,50626,,,,,,115,,W,,,,MAIN,,ST,,,,,,,DUNKERTON,,,,,IA,50626,,,,,
200 ADAMS ST,LA PORTE CITY,IA,50651,57,b338cda2-8e20-41c3-a6ec-c4a4f61313db,0.0156351,TAMUGeocoder,5.0.0,1,,42.3145684586224,-92.1992575797214,,BuildingCentroid,Match,100,,10651.01,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},200,,,,,,ADAMS,,ST,,,,,,,LA PORTE CITY,,,,,IA,50651,,,,,,200,,,,,,ADAMS,,ST,,,,,,,LA PORTE CITY,,,,,IA,50651,,,,,
5042 LAFAYETTE RD,ELK RUN HEIGHTS,IA,50707,58,015ec42c-1dd8-4cb9-aba9-b121700dd07e,0.3605768,TAMUGeocoder,5.0.0,1,,42.4686084,-92.2612217,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},5042,,,,,,LAFAYETTE,,RD,,,,,,,ELK RUN HEIGHTS,,,,,IA,50707,,,,,,5042,,,,,,LAFAYETTE,,RD,,,,,,,ELK RUN HEIGHTS,,,,,IA,50707,,,,,
525 JEFFERSON ST,HUDSON,IA,50643,59,76f8f94f-e9dc-47bf-adb4-2ce279237e52,0.0943668,TAMUGeocoder,5.0.0,1,,42.4072474,-92.4550539,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},525,,,,,,JEFFERSON,,ST,,,,,,,HUDSON,,,,,IA,50643,,,,,,525,,,,,,JEFFERSON,,ST,,,,,,,HUDSON,,,,,IA,50643,,,,,
410 FIRST ST,WASHBURN,IA,50706,60,26f0ca82-04a2-4f5d-8865-975875a192d1,0.3125068,TAMUGeocoder,5.0.0,1,,42.4060296590554,-92.2590296356548,,ZCTA,Match,100,,6782984.63,Meters,09,AddressZIPCentroid,MMFM3FMMMMFFF6,MMMMRMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},410,,,,,,FIRST,,ST,,,,,,,WASHBURN,,,,,IA,50706,,,,,,410,,,,,,FIRST,,ST,,,,,,,WASHBURN,,,,,IA,50706,,,,,
6227 KIMBALL AV,WATERLOO,IA,50701,61,bd001c35-0599-47cb-bd97-686474f7b365,0.6122918,TAMUGeocoder,5.0.0,1,,42.4246644,-92.3562578,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMM2MMMAFFFF,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},6227,,,,,,KIMBALL,,AVE,,,,,,,WATERLOO,,,,,IA,50701,,,,,,6227,,,,,,KIMBALL,,AVE,,,,,,,WATERLOO,,,,,IA,50701,,,,,
123 N EVANS RD,EVANSDALE,IA,50707,62,b3bae03b-0e3b-4ab4-a4c8-8f08850990d7,0.2348031,TAMUGeocoder,5.0.0,1,,42.4783778,-92.2886032,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},123,,N,,,,EVANS,,RD,,,,,,,EVANSDALE,,,,,IA,50707,,,,,,123,,N,,,,EVANS,,RD,,,,,,,EVANSDALE,,,,,IA,50707,,,,,
911 EVANS RD,EVANSDALE,IA,50707,63,a16cec36-5b76-4b76-9b8d-c7452a44fdf2,0.7662772,TAMUGeocoder,5.0.0,1,,42.4648907,-92.28658,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMM2MMMFFFFF,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},911,,,,,,EVANS,,RD,,,,,,,EVANSDALE,,,,,IA,50707,,,,,,911,,,,,,EVANS,,RD,,,,,,,EVANSDALE,,,,,IA,50707,,,,,
123 N EVANS RD,EVANSDALE,IA,50707,64,0081609f-c1e6-4d4a-a818-241ed7451ccc,0.0937577,TAMUGeocoder,5.0.0,1,,42.4783778,-92.2886032,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},123,,N,,,,EVANS,,RD,,,,,,,EVANSDALE,,,,,IA,50707,,,,,,123,,N,,,,EVANS,,RD,,,,,,,EVANSDALE,,,,,IA,50707,,,,,
911 EVANS RD,EVANSDALE,IA,50707,65,62ee69db-51ac-4221-bfd1-2077423e5458,0.3124884,TAMUGeocoder,5.0.0,1,,42.4648907,-92.28658,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMM2MMMFFFFF,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},911,,,,,,EVANS,,RD,,,,,,,EVANSDALE,,,,,IA,50707,,,,,,911,,,,,,EVANS,,RD,,,,,,,EVANSDALE,,,,,IA,50707,,,,,
1346 W AIRLINE HWY,WATERLOO,IA,50703,66,401a26a9-ceb3-49a9-b43e-019c22f4e9f1,0.1406866,TAMUGeocoder,5.0.0,1,,42.5428817,-92.364117,,Parcel,Match,97.9289940828402,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1346,,W,,,,AIRLINE,,HWY,,,,,,,WATERLOO,,,,,IA,50703,,,,,,1346,,W,,,,AIRLINE,,HWY,,,,,,,WATERLOO,,,,,IA,50703,,,,,
1110 6TH ST (SOUTH ENTR),GILBERTVILLE,IA,50634,67,9cf7ccaf-3ff2-431c-a899-eb1fd5a8cb55,0.2037576,TAMUGeocoder,5.0.0,1,,42.4143757,-92.2132632,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1110,,,,,,6TH,,ST,,,UNIT,ENTR),,,GILBERTVILLE,,,,,IA,50634,,,,,,1110,,,,,,6TH,,ST,,,UNIT,ENTR),,,GILBERTVILLE,,,,,IA,50634,,,,,
1110 6TH ST (SOUTH ENTR),GILBERTVILLE,IA,50634,68,1dbf3fd6-5928-4a2b-bb4e-7e896a745fe8,0.1256966,TAMUGeocoder,5.0.0,1,,42.4143757,-92.2132632,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1110,,,,,,6TH,,ST,,,UNIT,ENTR),,,GILBERTVILLE,,,,,IA,50634,,,,,,1110,,,,,,6TH,,ST,,,UNIT,ENTR),,,GILBERTVILLE,,,,,IA,50634,,,,,
200 ADAMS ST,LA PORTE CITY,IA,50651,69,db5954e6-dbf4-45cf-b4f7-5cc1d478d687,0,TAMUGeocoder,5.0.0,1,,42.3145684586224,-92.1992575797214,,BuildingCentroid,Match,100,,10651.01,Meters,00,AddressPoint,MMMMMMMMMMFFF0,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},200,,,,,,ADAMS,,ST,,,,,,,LA PORTE CITY,,,,,IA,50651,,,,,,200,,,,,,ADAMS,,ST,,,,,,,LA PORTE CITY,,,,,IA,50651,,,,,
7610 WAVERLY RD,CEDAR FALLS,IA,50613,70,5ed67766-93fb-4d95-89cb-4b44f8807747,0.3131144,TAMUGeocoder,5.0.0,1,,42.6083,-92.4531289,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},7610,,,,,,WAVERLY,,RD,,,,,,,CEDAR FALLS,,,,,IA,50613,,,,,,7610,,,,,,WAVERLY,,RD,,,,,,,CEDAR FALLS,,,,,IA,50613,,,,,
7610 WAVERLY RD,CEDAR FALLS,IA,50613,71,d14553cc-b0c9-4752-a949-c3d5a46f29ca,0.073447,TAMUGeocoder,5.0.0,1,,42.6083,-92.4531289,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},7610,,,,,,WAVERLY,,RD,,,,,,,CEDAR FALLS,,,,,IA,50613,,,,,,7610,,,,,,WAVERLY,,RD,,,,,,,CEDAR FALLS,,,,,IA,50613,,,,,
3420 UNIVERSITY AVE,WATERLOO,IA,50701,72,b8389735-b3d4-4025-91cf-a57049c33480,0.4218885,TAMUGeocoder,5.0.0,1,,42.5035044,-92.3921074,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMM2MMMFFFFF,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},3420,,,,,,UNIVERSITY,,AVE,,,,,,,WATERLOO,,,,,IA,50701,,,,,,3420,,,,,,UNIVERSITY,,AVE,,,,,,,WATERLOO,,,,,IA,50701,,,,,
669 S HACKETT RD,WATERLOO,IA,50701,73,4af56abf-5568-4e8c-9ca2-cfb7815bf257,0.4398917,TAMUGeocoder,5.0.0,1,,42.5048841,-92.3956482,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMM2MMMFFFFF,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},669,,S,,,,HACKETT,,RD,,,,,,,WATERLOO,,,,,IA,50701,,,,,,669,,S,,,,HACKETT,,RD,,,,,,,WATERLOO,,,,,IA,50701,,,,,
745 APRIL ST,WATERLOO,IA,50701,74,dd139592-e900-487b-b75f-123173265ed6,0.1736778,TAMUGeocoder,5.0.0,1,,42.4756227,-92.3871579,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},745,,,,,,APRIL,,ST,,,,,,,WATERLOO,,,,,IA,50701,,,,,,745,,,,,,APRIL,,ST,,,,,,,WATERLOO,,,,,IA,50701,,,,,
745 APRIL ST,WATERLOO,IA,50701,75,d7f6f5b8-e053-4d3c-9755-43a6ea16d6ca,0.088761,TAMUGeocoder,5.0.0,1,,42.4756227,-92.3871579,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},745,,,,,,APRIL,,ST,,,,,,,WATERLOO,,,,,IA,50701,,,,,,745,,,,,,APRIL,,ST,,,,,,,WATERLOO,,,,,IA,50701,,,,,
1307 W RIDGEWAY AVE (DOOR A),WATERLOO,IA,50701,76,1854b7a1-ab4a-4405-b69b-c549e550632a,0.09376,TAMUGeocoder,5.0.0,1,,42.4680739,-92.3772133,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1307,,W,,,,RIDGEWAY,,AVE,,,UNIT,A),,,WATERLOO,,,,,IA,50701,,,,,,1307,,W,,,,RIDGEWAY,,AVE,,,UNIT,A),,,WATERLOO,,,,,IA,50701,,,,,
3520 ANSBOROUGH AVE (EAST ENTRANCE),WATERLOO,IA,50701,77,83f0bd23-082c-44eb-b4b7-287000c7038e,0.3618091,TAMUGeocoder,5.0.0,1,,42.4641454,-92.3775271,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMM2MMMFFFFF,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},3520,,,,,,ANSBOROUGH,,AVE,,,UNIT,ENTRANCE),,,WATERLOO,,,,,IA,50701,,,,,,3520,,,,,,ANSBOROUGH,,AVE,,,UNIT,ENTRANCE),,,WATERLOO,,,,,IA,50701,,,,,
1604 HAMMOND AV,WATERLOO,IA,50702,78,6fc433ae-457a-4a6c-adb4-d73cba99ea55,0.1094115,TAMUGeocoder,5.0.0,1,,42.4706768,-92.3380618,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1604,,,,,,HAMMOND,,AVE,,,,,,,WATERLOO,,,,,IA,50702,,,,,,1604,,,,,,HAMMOND,,AVE,,,,,,,WATERLOO,,,,,IA,50702,,,,,
3820 HAMMOND AV,WATERLOO,IA,50702,79,69aae51e-af52-43a9-b252-4ab887773a96,0.1093634,TAMUGeocoder,5.0.0,1,,42.4597099,-92.3380663,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},3820,,,,,,HAMMOND,,AVE,,,,,,,WATERLOO,,,,,IA,50702,,,,,,3820,,,,,,HAMMOND,,AVE,,,,,,,WATERLOO,,,,,IA,50702,,,,,
1604 HAMMOND AV,WATERLOO,IA,50702,80,c2ca5e2b-fccd-417b-8532-cd1b0317bfe9,0.0938337,TAMUGeocoder,5.0.0,1,,42.4706768,-92.3380618,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1604,,,,,,HAMMOND,,AVE,,,,,,,WATERLOO,,,,,IA,50702,,,,,,1604,,,,,,HAMMOND,,AVE,,,,,,,WATERLOO,,,,,IA,50702,,,,,
3820 HAMMOND AV,WATERLOO,IA,50702,81,873e9342-b752-412c-a6c1-5a4850dcd267,0.0781334,TAMUGeocoder,5.0.0,1,,42.4597099,-92.3380663,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},3820,,,,,,HAMMOND,,AVE,,,,,,,WATERLOO,,,,,IA,50702,,,,,,3820,,,,,,HAMMOND,,AVE,,,,,,,WATERLOO,,,,,IA,50702,,,,,
1501 E ORANGE RD,WATERLOO,IA,50701,82,418fc9db-a414-4b01-88ad-8c46f79fa163,0.1100197,TAMUGeocoder,5.0.0,1,,42.4324728,-92.327428,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMMMMMMMFFF1,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},1501,,E,,,,ORANGE,,RD,,,,,,,WATERLOO,,,,,IA,50701,,,,,,1501,,E,,,,ORANGE,,RD,,,,,,,WATERLOO,,,,,IA,50701,,,,,
6227 KIMBALL AV,WATERLOO,IA,50701,83,610166a8-ea6c-43a5-836f-9edbdb531f37,0.3444093,TAMUGeocoder,5.0.0,1,,42.4246644,-92.3562578,,Parcel,Match,100,,0,Meters,00,AddressPoint,MMMMM2MMMAFFFF,MMMMMMMMMMMMMM,ArealInterpolation,ArealInterpolationGeometricCentroid,StreetAddress,Success,1,,ReturnAll,,FeatureClassBased,,{},6227,,,,,,KIMBALL,,AVE,,,,,,,WATERLOO,,,,,IA,50701,,,,,,6227,,,,,,KIMBALL,,AVE,,,,,,,WATERLOO,,,,,IA,50701,,,,,
